Name,File,Score
107_inter__11,107_inter__11.mid,55
6_inter__2,6_inter__2.mid,10
71_inter__10,71_inter__10.mid,50
147_inter__8,147_inter__8.mid,40
112_inter__8,112_inter__8.mid,40
193_inter__15,193_inter__15.mid,75
37_inter__5,37_inter__5.mid,25
89_inter__3,89_inter__3.mid,15
82_inter__17,82_inter__17.mid,85
62_inter__5,62_inter__5.mid,25
76_inter__3,76_inter__3.mid,15
23_inter__3,23_inter__3.mid,15
174_inter__17,174_inter__17.mid,85
113_inter__14,113_inter__14.mid,70
65_inter__15,65_inter__15.mid,75
51_inter__8,51_inter__8.mid,40
39_generated,39_generated.mid,100
102_inter__6,102_inter__6.mid,30
157_inter__6,157_inter__6.mid,30
148_inter__18,148_inter__18.mid,90
14_inter__6,14_inter__6.mid,30
41_inter__6,41_inter__6.mid,30
161_inter__20,161_inter__20.mid,100
84_generated,84_generated.mid,100
175_inter__19,175_inter__19.mid,95
83_inter__19,83_inter__19.mid,95
97_inter__20,97_inter__20.mid,100
172_generated,172_generated.mid,100
167_inter__3,167_inter__3.mid,15
132_inter__3,132_inter__3.mid,15
162_inter__19,162_inter__19.mid,95
126_inter__5,126_inter__5.mid,25
14_inter__18,14_inter__18.mid,90
198_inter__3,198_inter__3.mid,15
93_generated,93_generated.mid,100
176_inter__20,176_inter__20.mid,100
173_inter__5,173_inter__5.mid,25
140_inter__8,140_inter__8.mid,40
115_inter__8,115_inter__8.mid,40
165_generated,165_generated.mid,100
80_inter__20,80_inter__20.mid,100
1_inter__2,1_inter__2.mid,10
94_inter__19,94_inter__19.mid,95
71_inter__3,71_inter__3.mid,15
24_inter__3,24_inter__3.mid,15
30_inter__5,30_inter__5.mid,25
65_inter__5,65_inter__5.mid,25
56_inter__8,56_inter__8.mid,40
3_inter__15,3_inter__15.mid,75
87_random,87_random.mid,0
29_inter__19,29_inter__19.mid,95
95_inter__17,95_inter__17.mid,85
184_inter__15,184_inter__15.mid,75
105_inter__6,105_inter__6.mid,30
150_inter__6,150_inter__6.mid,30
104_inter__14,104_inter__14.mid,70
72_inter__15,72_inter__15.mid,75
15_inter__16,15_inter__16.mid,80
163_inter__17,163_inter__17.mid,85
81_inter__12,81_inter__12.mid,60
190_inter__10,190_inter__10.mid,50
13_inter__6,13_inter__6.mid,30
28_inter__17,28_inter__17.mid,85
46_inter__6,46_inter__6.mid,30
139_inter__15,139_inter__15.mid,75
110_inter__11,110_inter__11.mid,55
66_inter__10,66_inter__10.mid,50
177_inter__12,177_inter__12.mid,60
177_inter__13,177_inter__13.mid,65
53_random,53_random.mid,0
66_inter__11,66_inter__11.mid,55
110_inter__10,110_inter__10.mid,50
190_inter__11,190_inter__11.mid,55
52_inter__1,52_inter__1.mid,5
81_inter__13,81_inter__13.mid,65
139_inter__14,139_inter__14.mid,70
46_inter__7,46_inter__7.mid,35
28_inter__16,28_inter__16.mid,80
13_inter__7,13_inter__7.mid,35
163_inter__16,163_inter__16.mid,80
15_inter__17,15_inter__17.mid,85
72_inter__14,72_inter__14.mid,70
104_inter__15,104_inter__15.mid,75
184_inter__14,184_inter__14.mid,70
111_inter__1,111_inter__1.mid,5
95_inter__16,95_inter__16.mid,80
144_inter__1,144_inter__1.mid,5
150_inter__7,150_inter__7.mid,35
64_random,64_random.mid,0
105_inter__7,105_inter__7.mid,35
29_inter__18,29_inter__18.mid,90
3_inter__14,3_inter__14.mid,70
56_inter__9,56_inter__9.mid,45
24_inter__2,24_inter__2.mid,10
158_generated,158_generated.mid,100
71_inter__2,71_inter__2.mid,10
65_inter__4,65_inter__4.mid,20
30_inter__4,30_inter__4.mid,20
115_inter__9,115_inter__9.mid,45
140_inter__9,140_inter__9.mid,45
1_inter__3,1_inter__3.mid,15
94_inter__18,94_inter__18.mid,90
13_generated,13_generated.mid,100
132_inter__2,132_inter__2.mid,10
167_inter__2,167_inter__2.mid,10
173_inter__4,173_inter__4.mid,20
198_inter__2,198_inter__2.mid,10
14_inter__19,14_inter__19.mid,95
126_inter__4,126_inter__4.mid,20
162_inter__18,162_inter__18.mid,90
83_inter__18,83_inter__18.mid,90
41_inter__7,41_inter__7.mid,35
14_inter__7,14_inter__7.mid,35
175_inter__18,175_inter__18.mid,90
17_inter__20,17_inter__20.mid,100
55_inter__1,55_inter__1.mid,5
31_random,31_random.mid,0
138_random,138_random.mid,0
148_inter__19,148_inter__19.mid,95
157_inter__7,157_inter__7.mid,35
102_inter__7,102_inter__7.mid,35
116_inter__1,116_inter__1.mid,5
143_inter__1,143_inter__1.mid,5
65_inter__14,65_inter__14.mid,70
113_inter__15,113_inter__15.mid,75
174_inter__16,174_inter__16.mid,80
51_inter__9,51_inter__9.mid,45
62_inter__4,62_inter__4.mid,20
82_inter__16,82_inter__16.mid,80
89_inter__2,89_inter__2.mid,10
37_inter__4,37_inter__4.mid,20
193_inter__14,193_inter__14.mid,70
23_inter__2,23_inter__2.mid,10
76_inter__2,76_inter__2.mid,10
71_inter__11,71_inter__11.mid,55
6_inter__3,6_inter__3.mid,15
107_inter__10,107_inter__10.mid,50
160_inter__13,160_inter__13.mid,65
16_inter__12,16_inter__12.mid,60
112_inter__9,112_inter__9.mid,45
147_inter__9,147_inter__9.mid,45
174_inter__4,174_inter__4.mid,20
96_inter__13,96_inter__13.mid,65
121_inter__4,121_inter__4.mid,20
187_inter__11,187_inter__11.mid,55
149_inter__17,149_inter__17.mid,85
135_inter__2,135_inter__2.mid,10
58_inter__15,58_inter__15.mid,75
160_inter__2,160_inter__2.mid,10
194_inter__10,194_inter__10.mid,50
85_inter__12,85_inter__12.mid,60
53_inter__6,53_inter__6.mid,30
173_inter__12,173_inter__12.mid,60
62_inter__10,62_inter__10.mid,50
114_inter__11,114_inter__11.mid,55
180_inter__15,180_inter__15.mid,75
91_inter__17,91_inter__17.mid,85
110_inter__6,110_inter__6.mid,30
129_inter__10,129_inter__10.mid,50
145_inter__6,145_inter__6.mid,30
38_inter__12,38_inter__12.mid,60
167_inter__17,167_inter__17.mid,85
11_inter__16,11_inter__16.mid,80
76_inter__15,76_inter__15.mid,75
100_inter__14,100_inter__14.mid,70
64_inter__3,64_inter__3.mid,15
31_inter__3,31_inter__3.mid,15
25_inter__5,25_inter__5.mid,25
70_inter__5,70_inter__5.mid,25
43_inter__8,43_inter__8.mid,40
7_inter__15,7_inter__15.mid,75
39_inter__20,39_inter__20.mid,100
16_inter__8,16_inter__8.mid,40
199_inter__5,199_inter__5.mid,25
172_inter__3,172_inter__3.mid,15
127_inter__3,127_inter__3.mid,15
133_inter__5,133_inter__5.mid,25
97_generated,97_generated.mid,100
172_inter__20,172_inter__20.mid,100
10_inter__18,10_inter__18.mid,90
166_inter__5,166_inter__5.mid,25
166_inter__19,166_inter__19.mid,95
155_inter__8,155_inter__8.mid,40
100_inter__8,100_inter__8.mid,40
90_inter__19,90_inter__19.mid,95
161_generated,161_generated.mid,100
84_inter__20,84_inter__20.mid,100
54_inter__6,54_inter__6.mid,30
171_inter__19,171_inter__19.mid,95
165_inter__20,165_inter__20.mid,100
80_generated,80_generated.mid,100
4_inter__10,4_inter__10.mid,50
93_inter__20,93_inter__20.mid,100
176_generated,176_generated.mid,100
87_inter__19,87_inter__19.mid,95
9_random,9_random.mid,0
117_inter__6,117_inter__6.mid,30
142_inter__6,142_inter__6.mid,30
22_inter__5,22_inter__5.mid,25
86_inter__17,86_inter__17.mid,85
77_inter__5,77_inter__5.mid,25
197_inter__15,197_inter__15.mid,75
159_inter__13,159_inter__13.mid,65
88_inter__5,88_inter__5.mid,25
63_inter__3,63_inter__3.mid,15
48_inter__11,48_inter__11.mid,55
36_inter__3,36_inter__3.mid,15
61_inter__15,61_inter__15.mid,75
117_inter__14,117_inter__14.mid,70
170_inter__17,170_inter__17.mid,85
44_inter__8,44_inter__8.mid,40
11_inter__8,11_inter__8.mid,40
134_inter__5,134_inter__5.mid,25
92_inter__12,92_inter__12.mid,60
161_inter__5,161_inter__5.mid,25
192_random,192_random.mid,0
183_inter__10,183_inter__10.mid,50
175_inter__3,175_inter__3.mid,15
120_inter__3,120_inter__3.mid,15
75_inter__10,75_inter__10.mid,50
103_inter__11,103_inter__11.mid,55
164_inter__12,164_inter__12.mid,60
12_inter__13,12_inter__13.mid,65
152_inter__8,152_inter__8.mid,40
7_inter__4,7_inter__4.mid,20
107_inter__8,107_inter__8.mid,40
120_inter__1,120_inter__1.mid,5
5_inter__20,5_inter__20.mid,100
175_inter__1,175_inter__1.mid,5
183_inter__12,183_inter__12.mid,60
161_inter__7,161_inter__7.mid,35
92_inter__10,92_inter__10.mid,50
134_inter__7,134_inter__7.mid,35
183_random,183_random.mid,0
7_inter__6,7_inter__6.mid,30
12_inter__11,12_inter__11.mid,55
164_inter__10,164_inter__10.mid,50
103_inter__13,103_inter__13.mid,65
75_inter__12,75_inter__12.mid,60
36_inter__1,36_inter__1.mid,5
48_inter__13,48_inter__13.mid,65
63_inter__1,63_inter__1.mid,5
88_inter__7,88_inter__7.mid,35
159_inter__11,159_inter__11.mid,55
197_inter__17,197_inter__17.mid,85
77_inter__7,77_inter__7.mid,35
86_inter__15,86_inter__15.mid,75
22_inter__7,22_inter__7.mid,35
170_inter__15,170_inter__15.mid,75
117_inter__16,117_inter__16.mid,80
61_inter__17,61_inter__17.mid,85
103_inter__2,103_inter__2.mid,10
156_inter__2,156_inter__2.mid,10
142_inter__4,142_inter__4.mid,20
117_inter__4,117_inter__4.mid,20
124_inter__9,124_inter__9.mid,45
171_inter__9,171_inter__9.mid,45
60_inter__19,60_inter__19.mid,95
15_inter__2,15_inter__2.mid,10
116_inter__18,116_inter__18.mid,90
74_inter__20,74_inter__20.mid,100
40_inter__2,40_inter__2.mid,10
191_generated,191_generated.mid,100
54_inter__4,54_inter__4.mid,20
32_inter__9,32_inter__9.mid,45
182_inter__20,182_inter__20.mid,100
67_generated,67_generated.mid,100
67_inter__9,67_inter__9.mid,45
196_inter__19,196_inter__19.mid,95
98_inter__9,98_inter__9.mid,45
4_inter__12,4_inter__12.mid,60
186_generated,186_generated.mid,100
63_inter__20,63_inter__20.mid,100
166_inter__7,166_inter__7.mid,35
77_inter__19,77_inter__19.mid,95
101_inter__18,101_inter__18.mid,90
133_inter__7,133_inter__7.mid,35
127_inter__1,127_inter__1.mid,5
172_inter__1,172_inter__1.mid,5
199_inter__7,199_inter__7.mid,35
181_inter__19,181_inter__19.mid,95
70_generated,70_generated.mid,100
195_inter__20,195_inter__20.mid,100
70_inter__7,70_inter__7.mid,35
25_inter__7,25_inter__7.mid,35
31_inter__1,31_inter__1.mid,5
64_inter__1,64_inter__1.mid,5
7_inter__17,7_inter__17.mid,85
128_inter__20,128_inter__20.mid,100
38_inter__10,38_inter__10.mid,50
145_inter__4,145_inter__4.mid,20
129_inter__12,129_inter__12.mid,60
110_inter__4,110_inter__4.mid,20
104_inter__2,104_inter__2.mid,10
91_inter__15,91_inter__15.mid,75
151_inter__2,151_inter__2.mid,10
180_inter__17,180_inter__17.mid,85
189_inter__9,189_inter__9.mid,45
123_inter__9,123_inter__9.mid,45
100_inter__16,100_inter__16.mid,80
76_inter__17,76_inter__17.mid,85
176_inter__9,176_inter__9.mid,45
11_inter__14,11_inter__14.mid,70
167_inter__15,167_inter__15.mid,75
53_inter__4,53_inter__4.mid,20
6_inter__19,6_inter__19.mid,95
85_inter__10,85_inter__10.mid,50
12_inter__2,12_inter__2.mid,10
194_inter__12,194_inter__12.mid,60
47_inter__2,47_inter__2.mid,10
1_generated,1_generated.mid,100
114_inter__13,114_inter__13.mid,65
35_inter__9,35_inter__9.mid,45
62_inter__12,62_inter__12.mid,60
60_inter__9,60_inter__9.mid,45
173_inter__10,173_inter__10.mid,50
16_inter__10,16_inter__10.mid,50
160_inter__11,160_inter__11.mid,55
107_inter__12,107_inter__12.mid,60
6_inter__1,6_inter__1.mid,5
71_inter__13,71_inter__13.mid,65
58_inter__17,58_inter__17.mid,85
149_inter__15,149_inter__15.mid,75
187_inter__13,187_inter__13.mid,65
121_inter__6,121_inter__6.mid,30
96_inter__11,96_inter__11.mid,55
174_inter__6,174_inter__6.mid,30
174_inter__14,174_inter__14.mid,70
113_inter__17,113_inter__17.mid,85
65_inter__16,65_inter__16.mid,80
193_inter__16,193_inter__16.mid,80
37_inter__6,37_inter__6.mid,30
82_inter__14,82_inter__14.mid,70
62_inter__6,62_inter__6.mid,30
164_inter__8,164_inter__8.mid,40
131_inter__8,131_inter__8.mid,40
129_random,129_random.mid,0
59_inter__19,59_inter__19.mid,95
17_random,17_random.mid,0
143_inter__3,143_inter__3.mid,15
116_inter__3,116_inter__3.mid,15
102_inter__5,102_inter__5.mid,25
2_inter__9,2_inter__9.mid,45
157_inter__5,157_inter__5.mid,25
72_inter__8,72_inter__8.mid,40
115_generated,115_generated.mid,100
27_inter__8,27_inter__8.mid,40
192_inter__18,192_inter__18.mid,90
64_inter__18,64_inter__18.mid,90
55_inter__3,55_inter__3.mid,15
112_inter__19,112_inter__19.mid,95
106_inter__20,106_inter__20.mid,100
20_random,20_random.mid,0
14_inter__5,14_inter__5.mid,25
41_inter__5,41_inter__5.mid,25
185_inter__18,185_inter__18.mid,90
102_generated,102_generated.mid,100
1_inter__1,1_inter__1.mid,5
111_inter__20,111_inter__20.mid,100
126_inter__6,126_inter__6.mid,30
73_inter__18,73_inter__18.mid,90
105_inter__19,105_inter__19.mid,95
173_inter__6,173_inter__6.mid,30
3_inter__16,3_inter__16.mid,80
138_inter__18,138_inter__18.mid,90
30_inter__6,30_inter__6.mid,30
65_inter__6,65_inter__6.mid,30
49_generated,49_generated.mid,100
163_inter__8,163_inter__8.mid,40
104_inter__17,104_inter__17.mid,85
72_inter__16,72_inter__16.mid,80
136_inter__8,136_inter__8.mid,40
15_inter__15,15_inter__15.mid,75
163_inter__14,163_inter__14.mid,70
105_inter__5,105_inter__5.mid,25
75_random,75_random.mid,0
5_inter__9,5_inter__9.mid,45
150_inter__5,150_inter__5.mid,25
144_inter__3,144_inter__3.mid,15
95_inter__14,95_inter__14.mid,70
111_inter__3,111_inter__3.mid,15
184_inter__16,184_inter__16.mid,80
110_inter__12,110_inter__12.mid,60
75_inter__8,75_inter__8.mid,40
66_inter__13,66_inter__13.mid,65
42_random,42_random.mid,0
20_inter__8,20_inter__8.mid,40
177_inter__11,177_inter__11.mid,55
13_inter__5,13_inter__5.mid,25
28_inter__14,28_inter__14.mid,70
46_inter__5,46_inter__5.mid,25
2_inter__18,2_inter__18.mid,90
139_inter__16,139_inter__16.mid,80
81_inter__11,81_inter__11.mid,55
52_inter__3,52_inter__3.mid,15
190_inter__13,190_inter__13.mid,65
139_inter__17,139_inter__17.mid,85
2_inter__19,2_inter__19.mid,95
46_inter__4,46_inter__4.mid,20
28_inter__15,28_inter__15.mid,75
13_inter__4,13_inter__4.mid,20
190_inter__12,190_inter__12.mid,60
52_inter__2,52_inter__2.mid,10
81_inter__10,81_inter__10.mid,50
5_generated,5_generated.mid,100
177_inter__10,177_inter__10.mid,50
20_inter__9,20_inter__9.mid,45
66_inter__12,66_inter__12.mid,60
75_inter__9,75_inter__9.mid,45
4_random,4_random.mid,0
110_inter__13,110_inter__13.mid,65
150_inter__4,150_inter__4.mid,20
5_inter__8,5_inter__8.mid,40
105_inter__4,105_inter__4.mid,20
184_inter__17,184_inter__17.mid,85
111_inter__2,111_inter__2.mid,10
95_inter__15,95_inter__15.mid,75
144_inter__2,144_inter__2.mid,10
163_inter__15,163_inter__15.mid,75
15_inter__14,15_inter__14.mid,70
136_inter__9,136_inter__9.mid,45
72_inter__17,72_inter__17.mid,85
163_inter__9,163_inter__9.mid,45
104_inter__16,104_inter__16.mid,80
65_inter__7,65_inter__7.mid,35
30_inter__7,30_inter__7.mid,35
24_inter__1,24_inter__1.mid,5
71_inter__1,71_inter__1.mid,5
96_random,96_random.mid,0
138_inter__19,138_inter__19.mid,95
3_inter__17,3_inter__17.mid,85
105_inter__18,105_inter__18.mid,90
173_inter__7,173_inter__7.mid,35
198_inter__1,198_inter__1.mid,5
73_inter__19,73_inter__19.mid,95
126_inter__7,126_inter__7.mid,35
182_generated,182_generated.mid,100
67_inter__20,67_inter__20.mid,100
132_inter__1,132_inter__1.mid,5
167_inter__1,167_inter__1.mid,5
74_generated,74_generated.mid,100
191_inter__20,191_inter__20.mid,100
185_inter__19,185_inter__19.mid,95
70_inter__20,70_inter__20.mid,100
195_generated,195_generated.mid,100
112_inter__18,112_inter__18.mid,90
55_inter__2,55_inter__2.mid,10
64_inter__19,64_inter__19.mid,95
41_inter__4,41_inter__4.mid,20
14_inter__4,14_inter__4.mid,20
192_inter__19,192_inter__19.mid,95
27_inter__9,27_inter__9.mid,45
186_inter__20,186_inter__20.mid,100
63_generated,63_generated.mid,100
72_inter__9,72_inter__9.mid,45
116_inter__2,116_inter__2.mid,10
143_inter__2,143_inter__2.mid,10
157_inter__4,157_inter__4.mid,20
128_generated,128_generated.mid,100
2_inter__8,2_inter__8.mid,40
102_inter__4,102_inter__4.mid,20
131_inter__9,131_inter__9.mid,45
164_inter__9,164_inter__9.mid,45
59_inter__18,59_inter__18.mid,90
23_inter__1,23_inter__1.mid,5
76_inter__1,76_inter__1.mid,5
62_inter__7,62_inter__7.mid,35
89_inter__1,89_inter__1.mid,5
82_inter__15,82_inter__15.mid,75
37_inter__7,37_inter__7.mid,35
193_inter__17,193_inter__17.mid,85
65_inter__17,65_inter__17.mid,85
113_inter__16,113_inter__16.mid,80
174_inter__15,174_inter__15.mid,75
149_inter__14,149_inter__14.mid,70
135_inter__1,135_inter__1.mid,5
1_inter__20,1_inter__20.mid,100
160_inter__1,160_inter__1.mid,5
58_inter__16,58_inter__16.mid,80
174_inter__7,174_inter__7.mid,35
96_inter__10,96_inter__10.mid,50
121_inter__7,121_inter__7.mid,35
187_inter__12,187_inter__12.mid,60
71_inter__12,71_inter__12.mid,60
107_inter__13,107_inter__13.mid,65
160_inter__10,160_inter__10.mid,50
16_inter__11,16_inter__11.mid,55
173_inter__11,173_inter__11.mid,55
60_inter__8,60_inter__8.mid,40
62_inter__13,62_inter__13.mid,65
35_inter__8,35_inter__8.mid,40
114_inter__12,114_inter__12.mid,60
6_inter__18,6_inter__18.mid,90
53_inter__5,53_inter__5.mid,25
47_inter__3,47_inter__3.mid,15
102_random,102_random.mid,0
194_inter__13,194_inter__13.mid,65
12_inter__3,12_inter__3.mid,15
85_inter__11,85_inter__11.mid,55
135_random,135_random.mid,0
189_inter__8,189_inter__8.mid,40
167_inter__14,167_inter__14.mid,70
11_inter__15,11_inter__15.mid,75
176_inter__8,176_inter__8.mid,40
76_inter__16,76_inter__16.mid,80
123_inter__8,123_inter__8.mid,40
100_inter__17,100_inter__17.mid,85
110_inter__5,110_inter__5.mid,25
129_inter__13,129_inter__13.mid,65
145_inter__5,145_inter__5.mid,25
38_inter__11,38_inter__11.mid,55
180_inter__16,180_inter__16.mid,80
151_inter__3,151_inter__3.mid,15
91_inter__14,91_inter__14.mid,70
104_inter__3,104_inter__3.mid,15
7_inter__16,7_inter__16.mid,80
25_inter__6,25_inter__6.mid,30
70_inter__6,70_inter__6.mid,30
106_generated,106_generated.mid,100
181_inter__18,181_inter__18.mid,90
101_inter__19,101_inter__19.mid,95
133_inter__6,133_inter__6.mid,30
77_inter__18,77_inter__18.mid,90
166_inter__6,166_inter__6.mid,30
115_inter__20,115_inter__20.mid,100
199_inter__6,199_inter__6.mid,30
160_random,160_random.mid,0
196_inter__18,196_inter__18.mid,90
67_inter__8,67_inter__8.mid,40
111_generated,111_generated.mid,100
32_inter__8,32_inter__8.mid,40
4_inter__13,4_inter__13.mid,65
98_inter__8,98_inter__8.mid,40
102_inter__20,102_inter__20.mid,100
40_inter__3,40_inter__3.mid,15
116_inter__19,116_inter__19.mid,95
15_inter__3,15_inter__3.mid,15
60_inter__18,60_inter__18.mid,90
54_inter__5,54_inter__5.mid,25
171_inter__8,171_inter__8.mid,40
124_inter__8,124_inter__8.mid,40
49_inter__20,49_inter__20.mid,100
156_inter__3,156_inter__3.mid,15
103_inter__3,103_inter__3.mid,15
157_random,157_random.mid,0
117_inter__5,117_inter__5.mid,25
69_random,69_random.mid,0
142_inter__5,142_inter__5.mid,25
61_inter__16,61_inter__16.mid,80
117_inter__17,117_inter__17.mid,85
170_inter__14,170_inter__14.mid,70
159_inter__10,159_inter__10.mid,50
88_inter__6,88_inter__6.mid,30
48_inter__12,48_inter__12.mid,60
22_inter__6,22_inter__6.mid,30
86_inter__14,86_inter__14.mid,70
77_inter__6,77_inter__6.mid,30
197_inter__16,197_inter__16.mid,80
7_inter__7,7_inter__7.mid,35
75_inter__13,75_inter__13.mid,65
103_inter__12,103_inter__12.mid,60
164_inter__11,164_inter__11.mid,55
12_inter__10,12_inter__10.mid,50
134_inter__6,134_inter__6.mid,30
92_inter__11,92_inter__11.mid,55
161_inter__6,161_inter__6.mid,30
183_inter__13,183_inter__13.mid,65
195_inter__1,195_inter__1.mid,5
143_inter__14,143_inter__14.mid,70
35_inter__15,35_inter__15.mid,75
52_inter__16,52_inter__16.mid,80
124_inter__17,124_inter__17.mid,85
181_inter__7,181_inter__7.mid,35
119_inter__16,119_inter__16.mid,80
68_inter__7,68_inter__7.mid,35
157_inter__11,157_inter__11.mid,55
21_inter__10,21_inter__10.mid,50
83_inter__1,83_inter__1.mid,5
46_inter__13,46_inter__13.mid,65
130_inter__12,130_inter__12.mid,60
29_inter__1,29_inter__1.mid,5
88_inter__15,88_inter__15.mid,75
97_inter__7,97_inter__7.mid,35
199_inter__17,199_inter__17.mid,85
191_inter__9,191_inter__9.mid,45
105_random,105_random.mid,0
125_inter__19,125_inter__19.mid,95
53_inter__18,53_inter__18.mid,90
131_inter__20,131_inter__20.mid,100
8_inter__8,8_inter__8.mid,40
108_inter__4,108_inter__4.mid,20
122_generated,122_generated.mid,100
149_inter__2,149_inter__2.mid,10
198_inter__19,198_inter__19.mid,95
87_inter__9,87_inter__9.mid,45
69_generated,69_generated.mid,100
78_inter__9,78_inter__9.mid,45
132_random,132_random.mid,0
118_inter__18,118_inter__18.mid,90
79_inter__19,79_inter__19.mid,95
138_inter__1,138_inter__1.mid,5
186_inter__7,186_inter__7.mid,35
188_generated,188_generated.mid,100
179_inter__7,179_inter__7.mid,35
192_inter__1,192_inter__1.mid,5
126_inter__20,126_inter__20.mid,100
9_inter__17,9_inter__17.mid,85
132_inter__19,132_inter__19.mid,95
44_inter__18,44_inter__18.mid,90
90_inter__7,90_inter__7.mid,35
84_inter__1,84_inter__1.mid,5
135_generated,135_generated.mid,100
169_inter__9,169_inter__9.mid,45
169_inter__15,169_inter__15.mid,75
196_inter__9,196_inter__9.mid,45
78_inter__17,78_inter__17.mid,85
51_inter__13,51_inter__13.mid,65
127_inter__12,127_inter__12.mid,60
167_random,167_random.mid,0
140_inter__11,140_inter__11.mid,55
59_random,59_random.mid,0
36_inter__10,36_inter__10.mid,50
80_inter__9,80_inter__9.mid,45
150_random,150_random.mid,0
45_inter__16,45_inter__16.mid,80
8_inter__19,8_inter__19.mid,95
133_inter__17,133_inter__17.mid,85
154_inter__14,154_inter__14.mid,70
58_inter__2,58_inter__2.mid,10
22_inter__15,22_inter__15.mid,75
19_inter__4,19_inter__4.mid,20
147_inter__15,147_inter__15.mid,75
31_inter__14,31_inter__14.mid,70
56_inter__17,56_inter__17.mid,85
120_inter__16,120_inter__16.mid,80
91_random,91_random.mid,0
98_inter__11,98_inter__11.mid,55
194_inter__6,194_inter__6.mid,30
189_inter__13,189_inter__13.mid,65
109_inter__12,109_inter__12.mid,60
18_inter__10,18_inter__10.mid,50
28_inter__6,28_inter__6.mid,30
153_inter__10,153_inter__10.mid,50
25_inter__11,25_inter__11.mid,55
42_inter__12,42_inter__12.mid,60
134_inter__13,134_inter__13.mid,65
82_inter__6,82_inter__6.mid,30
198_random,198_random.mid,0
148_inter__5,148_inter__5.mid,25
50_generated,50_generated.mid,100
109_inter__3,109_inter__3.mid,15
3_random,3_random.mid,0
184_inter__8,184_inter__8.mid,40
121_inter__18,121_inter__18.mid,90
57_inter__19,57_inter__19.mid,95
43_inter__20,43_inter__20.mid,100
108_inter__20,108_inter__20.mid,100
92_inter__8,92_inter__8.mid,40
38_inter__8,38_inter__8.mid,40
193_inter__6,193_inter__6.mid,30
139_inter__6,139_inter__6.mid,30
200_generated,200_generated.mid,100
85_inter__6,85_inter__6.mid,30
47_generated,47_generated.mid,100
54_inter__20,54_inter__20.mid,100
136_inter__18,136_inter__18.mid,90
40_inter__19,40_inter__19.mid,95
55_inter__12,55_inter__12.mid,60
123_inter__13,123_inter__13.mid,65
144_inter__10,144_inter__10.mid,50
32_inter__11,32_inter__11.mid,55
129_inter__8,129_inter__8.mid,40
183_inter__8,183_inter__8.mid,40
41_inter__17,41_inter__17.mid,85
137_inter__16,137_inter__16.mid,80
150_inter__15,150_inter__15.mid,75
18_inter__3,18_inter__3.mid,15
26_inter__14,26_inter__14.mid,70
59_inter__5,59_inter__5.mid,25
179_inter__11,179_inter__11.mid,55
95_inter__8,95_inter__8.mid,40
68_inter__13,68_inter__13.mid,65
68_inter__12,68_inter__12.mid,60
95_inter__9,95_inter__9.mid,45
179_inter__10,179_inter__10.mid,50
26_inter__15,26_inter__15.mid,75
18_inter__2,18_inter__2.mid,10
150_inter__14,150_inter__14.mid,70
137_inter__17,137_inter__17.mid,85
41_inter__16,41_inter__16.mid,80
59_inter__4,59_inter__4.mid,20
10_random,10_random.mid,0
129_inter__9,129_inter__9.mid,45
119_random,119_random.mid,0
27_random,27_random.mid,0
183_inter__9,183_inter__9.mid,45
32_inter__10,32_inter__10.mid,50
144_inter__11,144_inter__11.mid,55
123_inter__12,123_inter__12.mid,60
55_inter__13,55_inter__13.mid,65
40_inter__18,40_inter__18.mid,90
136_inter__19,136_inter__19.mid,95
122_inter__20,122_inter__20.mid,100
85_inter__7,85_inter__7.mid,35
131_generated,131_generated.mid,100
91_inter__1,91_inter__1.mid,5
69_inter__20,69_inter__20.mid,100
178_inter__1,178_inter__1.mid,5
193_inter__7,193_inter__7.mid,35
187_inter__1,187_inter__1.mid,5
139_inter__7,139_inter__7.mid,35
92_inter__9,92_inter__9.mid,45
188_inter__20,188_inter__20.mid,100
72_random,72_random.mid,0
38_inter__9,38_inter__9.mid,45
184_inter__9,184_inter__9.mid,45
135_inter__20,135_inter__20.mid,100
57_inter__18,57_inter__18.mid,90
121_inter__19,121_inter__19.mid,95
148_inter__4,148_inter__4.mid,20
109_inter__2,109_inter__2.mid,10
126_generated,126_generated.mid,100
45_random,45_random.mid,0
96_inter__1,96_inter__1.mid,5
134_inter__12,134_inter__12.mid,60
42_inter__13,42_inter__13.mid,65
25_inter__10,25_inter__10.mid,50
153_inter__11,153_inter__11.mid,55
28_inter__7,28_inter__7.mid,35
69_inter__1,69_inter__1.mid,5
82_inter__7,82_inter__7.mid,35
18_inter__11,18_inter__11.mid,55
109_inter__13,109_inter__13.mid,65
120_inter__17,120_inter__17.mid,85
56_inter__16,56_inter__16.mid,80
180_inter__1,180_inter__1.mid,5
31_inter__15,31_inter__15.mid,75
147_inter__14,147_inter__14.mid,70
189_inter__12,189_inter__12.mid,60
194_inter__7,194_inter__7.mid,35
98_inter__10,98_inter__10.mid,50
22_inter__14,22_inter__14.mid,70
58_inter__3,58_inter__3.mid,15
154_inter__15,154_inter__15.mid,75
133_inter__16,133_inter__16.mid,80
8_inter__18,8_inter__18.mid,90
45_inter__17,45_inter__17.mid,85
19_inter__5,19_inter__5.mid,25
80_inter__8,80_inter__8.mid,40
36_inter__11,36_inter__11.mid,55
140_inter__10,140_inter__10.mid,50
127_inter__13,127_inter__13.mid,65
51_inter__12,51_inter__12.mid,60
169_inter__8,169_inter__8.mid,40
